,Provider,inp_out,inp_out,ClmAdmitDiagnosisCode,DiagnosisGroupCode,AttendingPhysician,OperatingPhysician,OtherPhysician,ChronicCond_Alzheimer,ChronicCond_Heartfailure,ChronicCond_KidneyDisease,ChronicCond_Cancer,ChronicCond_ObstrPulmonary,ChronicCond_Depression,ChronicCond_Diabetes,ChronicCond_IschemicHeart,ChronicCond_Osteoporasis,ChronicCond_rheumatoidarthritis,ChronicCond_stroke,Gender,RenalDiseaseIndicator,InscClaimAmtReimbursed,InscClaimAmtReimbursed,IPAnnualReimbursementAmt,IPAnnualReimbursementAmt,IPAnnualDeductibleAmt,IPAnnualDeductibleAmt,OPAnnualReimbursementAmt,IPAnnualDeductibleAmt,Age,settlement_days,settlement_days,Days_Admit,Total_deductible,Total_deductible,Total_reimbursible,Total_reimbursible,ClaimID,State,County,PotentialFraud
1674,PRV53086,4,0,2,0,1,0,0,3,3,4,1,2,2,3,4,0,2,0,6,0.0,265.0,1060,5325.0,21300,534.0,2136,2340.0,2136,83.7472602739726,5.0,0,0.0,2234.0,8936,7665.0,30660,4,1,2,0
1675,PRV53087,31,0,3,0,2,2,2,10,14,12,6,5,15,23,23,12,14,4,38,0.0,309.03225806451616,9580,2232.5806451612902,69210,241.16129032258064,7476,1907.0967741935483,7476,70.05629695095007,1.6451612903225807,0,0.0,721.483870967742,22366,4139.677419354839,128330,31,1,1,0
1676,PRV53090,179,0,35,0,1,1,1,85,100,63,18,56,89,130,118,64,48,26,293,0.0,328.7709497206704,58850,4635.027932960894,829670,520.5139664804469,93172,3400.0,93172,78.13265477921482,1.4357541899441342,0,0.0,1313.5307262569831,235122,8035.027932960894,1438270,179,1,6,0
1677,PRV53091,0,4,4,4,2,0,0,3,3,3,1,2,2,3,4,2,3,0,7,0.0,4750.0,19000,11725.0,46900,1869.0,7476,785.0,7476,79.82534246575342,6.75,9,6.75,1994.0,7976,12510.0,50040,4,1,2,0
1678,PRV53095,2,2,2,2,3,2,0,3,2,2,0,1,2,3,3,2,2,0,6,0.0,9025.0,36100,16480.0,65920,1335.0,5340,2127.5,5340,67.17260273972602,3.75,9,3.5,1912.5,7650,18607.5,74430,4,1,4,0
1679,PRV53096,130,0,26,0,72,18,43,48,65,47,26,43,61,103,93,51,46,16,197,0.0,407.6923076923077,53000,3098.6153846153848,402820,314.4923076923077,40884,3588.3846153846152,40884,73.06356164383561,1.3307692307692307,0,0.0,1199.1076923076923,155884,6687.0,869310,130,3,18,0
1680,PRV53099,2,0,0,0,1,0,0,1,1,1,0,0,1,2,2,1,2,1,3,0.0,110.0,220,0.0,0,0.0,0,800.0,0,90.51917808219179,0.0,0,0.0,485.0,970,800.0,1600,2,2,2,0
1681,PRV53100,125,5,31,5,15,7,11,53,79,46,21,38,46,81,103,34,49,15,198,0.0,668.3076923076923,86880,3275.846153846154,425860,369.6923076923077,48060,2488.6153846153848,48060,73.19460484720759,1.9230769230769231,0,0.16923076923076924,1037.0,134810,5764.461538461538,749380,130,2,14,0
1682,PRV53101,6,2,4,2,6,3,1,3,4,3,1,1,2,5,7,1,2,0,14,0.0,1176.25,9410,5018.75,40150,801.0,6408,721.25,6408,68.76746575342466,0.75,0,0.75,1397.25,11178,5740.0,45920,8,2,4,0
1683,PRV53102,19,0,6,0,4,1,4,10,13,13,6,8,9,14,16,4,9,5,27,0.0,311.05263157894734,5910,7071.578947368421,134360,730.7368421052631,13884,3195.2631578947367,13884,73.88795962509012,1.6842105263157894,0,0.0,1696.5263157894738,32234,10266.842105263158,195070,19,1,3,0
1684,PRV53103,72,7,22,7,42,8,17,27,49,31,11,27,32,62,61,18,26,8,128,0.0,1119.493670886076,88440,4398.101265822785,347450,459.6455696202532,36312,2052.1518987341774,36312,72.97267209987862,2.1012658227848102,0,0.4177215189873418,1063.9493670886077,84052,6450.2531645569625,509570,79,1,19,0
1685,PRV53104,52,28,30,26,37,15,17,25,55,40,6,31,28,66,65,34,20,13,115,0.0,3159.625,252770,12367.25,989380,1263.15,101052,1783.5,101052,76.08386986301369,3.4125,0,2.1375,1837.4,146992,14150.75,1132060,80,2,21,0
1686,PRV53106,40,4,11,4,23,3,13,23,28,20,8,11,19,36,37,20,15,3,75,0.0,616.8181818181819,27140,5336.363636363636,234800,509.72727272727275,22428,2983.6363636363635,22428,78.83910336239104,0.6590909090909091,0,0.13636363636363635,1224.7272727272727,53888,8320.0,366080,44,2,9,1
1687,PRV53107,6,9,9,9,9,2,3,6,8,7,3,4,6,9,10,8,5,0,25,0.0,6892.666666666667,103390,10627.333333333334,159410,996.8,14952,1318.0,14952,77.22027397260275,3.933333333333333,0,3.933333333333333,1460.1333333333334,21902,11945.333333333334,179180,15,1,6,0
1688,PRV53108,43,5,10,5,15,7,13,17,20,19,1,12,26,33,34,15,11,5,73,0.0,1446.875,69450,6682.083333333333,320740,645.25,30972,3401.0416666666665,30972,74.81021689497716,2.625,0,0.6041666666666666,1433.1666666666667,68792,10083.125,483990,48,1,9,0
1689,PRV53109,25,3,8,3,14,6,5,7,14,13,1,8,14,16,19,12,8,6,42,0.0,796.0714285714286,22290,4847.5,135730,839.1428571428571,23496,1466.0714285714287,23496,75.85645792563601,1.75,0,0.32142857142857145,1201.642857142857,33646,6313.571428571428,176780,28,2,10,0
1690,PRV53110,29,1,6,1,14,4,10,8,18,11,3,12,18,27,21,11,10,3,46,0.0,776.0,23280,7075.0,212250,640.8,19224,1542.0,19224,73.8510502283105,2.033333333333333,0,0.36666666666666664,1290.4666666666667,38714,8617.0,258510,30,3,8,0
1691,PRV53111,26,7,10,7,25,8,9,13,23,17,4,9,16,26,24,8,8,6,48,0.0,2083.3333333333335,68750,9142.727272727272,301710,809.0909090909091,26700,3732.4242424242425,26700,75.82283105022832,3.8484848484848486,0,1.0,1872.4242424242425,61790,12875.151515151516,424880,33,2,16,0
1692,PRV53113,81,0,9,0,23,6,14,39,40,30,4,21,30,52,58,26,28,7,123,0.0,238.5185185185185,19320,3485.8024691358023,282350,395.55555555555554,32040,1910.1234567901236,32040,74.12731270082868,1.6790123456790123,0,0.0,933.0864197530864,75580,5395.925925925926,437070,81,2,14,0
1693,PRV53114,14,13,14,13,13,5,7,14,17,17,3,9,17,25,21,11,15,4,42,0.0,6555.555555555556,177000,19777.40740740741,533990,1344.888888888889,36312,2525.925925925926,36312,73.65225773718925,4.444444444444445,0,3.6666666666666665,1779.7037037037037,48052,22303.333333333332,602190,29,1,9,1
1694,PRV53116,44,0,10,0,11,5,10,19,28,16,11,16,28,30,31,18,12,8,64,0.0,187.04545454545453,8230,5086.363636363636,223800,582.5454545454545,25632,2025.6818181818182,25632,75.80815691158158,0.9318181818181818,0,0.0,1293.4545454545455,56912,7112.045454545455,312930,44,2,9,0
1695,PRV53117,233,18,57,17,16,15,20,80,152,86,39,68,124,149,206,72,87,34,404,0.0,858.0478087649402,215370,3891.394422310757,976740,505.48207171314743,126876,2288.4860557768925,126876,75.4314140697484,1.8844621513944224,0,0.47410358565737054,1205.402390438247,302556,6179.880478087649,1551150,251,2,22,0
1696,PRV53119,15,3,8,3,9,2,5,5,9,3,3,3,8,12,14,8,6,1,31,0.0,1467.2222222222222,26410,6216.666666666667,111900,830.6666666666666,14952,1571.6666666666667,14952,70.24337899543379,2.2222222222222223,0,2.2222222222222223,1369.0,24642,7788.333333333333,140190,18,1,5,1
1697,PRV53120,55,10,17,10,45,13,21,24,43,27,13,27,28,51,57,22,26,7,100,0.0,1783.8461538461538,115950,4844.923076923077,314920,640.8,41652,1582.7692307692307,41652,77.27009483667018,1.5384615384615385,0,0.6923076923076923,1179.4153846153847,76662,6427.692307692308,417800,65,4,26,0
1698,PRV53121,531,48,104,46,39,30,32,227,355,230,87,203,271,396,486,172,220,81,909,0.0,971.1053540587219,562270,4728.929188255614,2738050,564.2625215889465,326708,2454.2487046632123,326708,74.58994960607566,1.7841105354058722,0,0.38169257340241797,1181.0500863557859,683828,7183.177892918826,4159060,579,2,20,1
1699,PRV53122,24,0,4,0,4,3,4,5,10,5,4,3,7,18,16,4,5,4,36,0.0,336.25,8070,1797.9166666666667,43150,133.5,3204,1205.8333333333333,3204,69.8224885844749,0.8333333333333334,0,0.0,545.1666666666666,13084,3003.75,72090,24,2,7,0
1700,PRV53123,132,0,18,0,54,18,26,63,73,55,10,54,63,78,90,31,43,31,207,0.0,346.59090909090907,45750,7396.212121212121,976300,606.8181818181819,80100,4050.9848484848485,80100,72.90365296803652,1.7803030303030303,0,0.0,1704.090909090909,224940,11447.19696969697,1511030,132,5,25,0
1701,PRV53124,45,20,28,20,26,12,9,33,41,32,19,22,33,55,53,19,21,11,98,0.0,2744.3076923076924,178380,6937.076923076923,450910,853.3538461538461,55468,2516.769230769231,55468,72.61601685985248,3.8461538461538463,0,2.0923076923076924,1559.3538461538462,101358,9453.846153846154,614500,65,1,10,0
1702,PRV53125,2,0,2,0,2,0,0,2,1,0,0,0,1,2,0,0,1,0,2,0.0,250.0,500,0.0,0,0.0,0,3730.0,0,60.16849315068494,0.0,0,0.0,870.0,1740,3730.0,7460,2,1,1,0
1703,PRV53126,34,0,4,0,12,5,10,18,18,16,7,11,11,27,26,5,12,8,54,0.0,347.6470588235294,11820,1545.8823529411766,52560,125.6470588235294,4272,2363.235294117647,4272,78.24278807413376,3.911764705882353,0,0.0,788.5882352941177,26812,3909.1176470588234,132910,34,2,10,0
1704,PRV53127,98,1,21,1,17,9,11,25,62,38,12,21,38,58,74,35,29,7,159,0.0,300.3030303030303,29730,2698.5858585858587,267160,420.72727272727275,41652,2019.2929292929293,41652,74.76565656565657,0.6464646464646465,0,0.0707070707070707,950.929292929293,94142,4717.878787878788,467070,99,2,8,0
1705,PRV53128,32,1,9,1,8,3,6,25,17,15,11,17,17,26,27,14,19,2,52,0.0,733.939393939394,24220,3492.121212121212,115240,614.9090909090909,20292,4358.181818181818,20292,68.21411374014113,1.303030303030303,0,0.06060606060606061,1797.939393939394,59332,7850.30303030303,259060,33,1,7,0
1706,PRV53129,43,3,13,3,21,9,11,17,28,20,7,16,17,26,37,13,21,7,78,0.0,1794.5652173913043,82550,5303.04347826087,243940,441.1304347826087,20292,1774.5652173913043,20292,75.93365098272781,1.391304347826087,0,0.8260869565217391,1225.695652173913,56382,7077.608695652174,325570,46,1,14,0
1707,PRV53131,7,6,9,6,7,2,3,3,10,7,2,8,4,11,11,4,5,1,21,0.0,3717.6923076923076,48330,9795.384615384615,127340,1150.1538461538462,14952,1466.1538461538462,14952,71.0491043203372,2.6923076923076925,0,2.6923076923076925,1418.6153846153845,18442,11261.538461538461,146400,13,2,10,0
1708,PRV53133,159,0,18,0,61,19,42,62,86,61,26,54,75,107,110,63,47,26,246,0.0,293.45911949685535,46660,3027.6100628930817,481390,335.42138364779873,53332,2142.3899371069183,53332,73.94275868010683,1.6918238993710693,0,0.0,993.1572327044025,157912,5170.0,822030,159,5,19,0
1709,PRV53134,10,0,0,0,3,1,3,0,3,3,0,1,1,6,5,4,4,0,17,0.0,403.0,4030,0.0,0,0.0,0,1224.0,0,70.02301369863014,1.4,0,0.0,309.0,3090,1224.0,12240,10,2,4,0
1710,PRV53135,0,7,7,7,1,1,1,3,7,5,0,2,2,7,6,2,4,1,13,0.0,9714.285714285714,68000,28820.0,201740,2593.714285714286,18156,1035.7142857142858,18156,79.18473581213307,5.714285714285714,2,5.714285714285714,2798.0,19586,29855.714285714286,208990,7,1,2,0
1711,PRV53136,36,7,13,7,24,10,13,20,25,25,11,19,17,35,35,13,16,4,66,0.0,3744.6511627906975,161020,8266.744186046511,355470,670.6046511627907,28836,3608.3720930232557,28836,73.66575342465754,2.627906976744186,0,1.627906976744186,1633.860465116279,70256,11875.116279069767,510630,43,3,13,1
1712,PRV53137,30,0,7,0,18,3,9,20,20,11,2,7,11,18,23,9,10,5,46,0.0,296.6666666666667,8900,3407.0,102210,534.0,16020,1554.6666666666667,16020,77.20867579908675,1.9333333333333333,0,0.0,1057.3333333333333,31720,4961.666666666667,148850,30,1,8,0
1713,PRV53138,10,0,3,0,7,0,4,3,6,4,2,5,2,9,9,2,2,1,18,0.0,157.0,1570,5003.0,50030,734.0,7340,2067.0,7340,72.94109589041096,0.0,0,0.0,1436.0,14360,7070.0,70700,10,2,5,0
1714,PRV53139,9,0,2,0,3,1,1,3,6,3,4,2,2,5,9,0,2,2,17,0.0,86.66666666666667,780,1777.7777777777778,16000,237.33333333333334,2136,1925.5555555555557,2136,80.3144596651446,3.5555555555555554,0,0.0,911.7777777777778,8206,3703.3333333333335,33330,9,1,2,0
1715,PRV53140,21,0,5,0,13,2,5,10,10,5,2,7,10,17,16,6,11,2,32,0.0,103.80952380952381,2180,13780.952380952382,289400,610.2857142857143,12816,2033.8095238095239,12816,68.97990867579908,1.8095238095238095,0,0.0,1124.095238095238,23606,15814.761904761905,332110,21,2,9,0
1716,PRV53141,73,32,44,32,22,12,14,41,68,42,23,35,51,81,85,30,42,18,167,0.0,3168.7619047619046,332720,7187.809523809524,754720,710.0571428571428,74556,2249.4285714285716,74556,74.68109589041096,2.961904761904762,0,1.6,1324.5333333333333,139076,9437.238095238095,990910,105,1,13,0
1717,PRV53142,72,39,49,37,78,34,33,50,76,47,20,42,58,86,88,34,51,13,170,0.0,3550.0,394050,9980.36036036036,1107820,942.3063063063063,104596,2474.954954954955,104596,73.30761446377885,3.2972972972972974,0,1.9189189189189189,1689.7837837837837,187566,12455.315315315316,1382540,111,7,42,1
1718,PRV53143,8,4,8,4,4,1,3,6,10,10,1,7,6,11,11,2,0,0,19,0.0,5472.5,65670,20453.333333333332,245440,1246.0,14952,1545.0,14952,83.98881278538813,3.1666666666666665,0,2.0,1864.3333333333333,22372,21998.333333333332,263980,12,2,5,0
1719,PRV53144,35,4,11,4,30,9,11,21,17,20,7,10,21,28,32,14,14,3,64,0.0,934.8717948717949,36460,9390.51282051282,366230,792.4102564102565,30904,1963.8461538461538,30904,76.41622760800843,2.8205128205128207,0,0.8974358974358975,1350.3589743589744,52664,11354.358974358975,442820,39,2,17,0
1720,PRV53145,132,0,24,0,1,1,1,55,79,52,22,36,56,93,98,44,49,16,204,0.0,263.3333333333333,34760,4435.378787878788,585470,622.8484848484849,82216,2195.378787878788,82216,73.66149854711499,1.6666666666666667,0,0.0,1245.9545454545455,164466,6630.757575757576,875260,132,1,16,0
1721,PRV53147,18,0,6,0,12,3,6,8,8,6,8,3,5,7,11,3,6,1,30,0.0,375.55555555555554,6760,474.44444444444446,8540,178.0,3204,2003.888888888889,3204,65.93850837138508,2.2222222222222223,0,0.0,659.6666666666666,11874,2478.3333333333335,44610,18,3,7,0
1722,PRV53148,15,0,2,0,11,1,5,3,6,10,2,4,6,13,14,5,5,0,25,0.0,172.0,2580,4582.666666666667,68740,427.2,6408,1807.3333333333333,6408,76.22995433789954,0.13333333333333333,0,0.0,831.8666666666667,12478,6390.0,95850,15,1,7,0
1723,PRV53149,61,0,15,0,2,1,2,36,41,15,11,24,31,50,51,25,31,7,94,0.0,243.60655737704917,14860,4785.245901639344,291900,682.8196721311475,41652,1879.8360655737704,41652,76.17013249494723,2.3278688524590163,0,0.0,1382.1639344262296,84312,6665.081967213115,406570,61,1,4,0
1724,PRV53150,13,0,1,0,6,1,4,10,13,0,0,0,9,11,12,5,12,0,24,0.0,240.76923076923077,3130,769.2307692307693,10000,164.30769230769232,2136,1875.3846153846155,2136,73.46891464699684,0.38461538461538464,0,0.0,905.0769230769231,11766,2644.6153846153848,34380,13,1,3,0
1725,PRV53151,25,0,5,0,11,5,5,10,17,9,2,9,9,21,22,10,7,6,45,0.0,254.4,6360,2632.0,65800,299.04,7476,1855.2,7476,79.30520547945206,2.2,0,0.0,996.64,24916,4487.2,112180,25,1,6,0
1726,PRV53153,18,6,13,6,7,5,7,10,14,11,2,4,11,18,19,4,3,8,40,0.0,5067.916666666667,121630,10308.333333333334,247400,578.5,13884,2667.9166666666665,13884,80.21107305936073,3.25,0,2.4166666666666665,1048.9166666666667,25174,12976.25,311430,24,1,6,0
1727,PRV53154,52,0,9,0,4,3,3,15,34,21,15,29,36,38,36,27,3,0,97,0.0,455.1923076923077,23670,3905.576923076923,203090,205.3846153846154,10680,2761.730769230769,10680,78.22760800842993,2.3461538461538463,0,0.0,1129.6153846153845,58740,6667.307692307692,346700,52,1,3,0
1728,PRV53156,16,0,1,0,6,3,4,7,11,8,2,7,6,11,15,7,4,2,20,0.0,410.625,6570,753.125,12050,66.75,1068,1205.625,1068,71.09691780821917,0.4375,0,0.0,513.625,8218,1958.75,31340,16,1,3,0
1729,PRV53157,2,0,0,0,2,0,1,1,2,0,0,1,0,2,1,1,0,0,3,0.0,1095.0,2190,0.0,0,0.0,0,2165.0,0,83.72465753424657,0.0,0,0.0,145.0,290,2165.0,4330,2,1,1,0
1730,PRV53158,7,0,0,0,4,1,2,2,2,2,0,1,3,4,3,2,2,1,11,0.0,101.42857142857143,710,3285.714285714286,23000,305.14285714285717,2136,974.2857142857143,2136,76.73150684931507,0.14285714285714285,0,0.0,752.2857142857143,5266,4260.0,29820,7,1,3,0
1731,PRV53159,25,2,5,2,13,5,5,24,11,21,0,9,2,27,27,14,2,1,38,0.0,1339.2592592592594,36160,15068.888888888889,406860,1582.2222222222222,42720,1677.037037037037,42720,88.98467782851345,0.18518518518518517,0,0.18518518518518517,2264.074074074074,61130,16745.925925925927,452140,27,2,4,0
1732,PRV53161,7,0,0,0,6,1,2,1,4,4,1,1,1,7,7,2,1,0,10,0.0,972.8571428571429,6810,1857.142857142857,13000,152.57142857142858,1068,7004.285714285715,1068,70.23796477495107,5.714285714285714,0,0.0,1522.5714285714287,10658,8861.42857142857,62030,7,1,5,0
1733,PRV53162,5,0,0,0,3,1,1,1,2,2,1,1,1,3,4,1,1,0,8,0.0,270.0,1350,10460.0,52300,640.8,3204,2506.0,3204,74.76931506849314,0.2,0,0.0,1210.8,6054,12966.0,64830,5,1,4,0
1734,PRV53163,12,0,1,0,2,0,2,0,11,0,0,0,0,4,7,4,0,0,24,0.0,66.66666666666667,800,0.0,0,0.0,0,349.1666666666667,0,66.7269406392694,0.0,0,0.0,98.33333333333333,1180,349.1666666666667,4190,12,1,1,0
1735,PRV53164,25,0,6,0,13,4,6,7,10,7,2,8,9,18,21,10,13,8,42,0.0,167.2,4180,9770.8,244270,555.36,13884,1434.4,13884,75.59835616438356,0.76,0,0.0,1130.96,28274,11205.2,280130,25,1,7,0
1736,PRV53166,22,1,6,1,14,3,2,13,14,12,5,6,15,19,20,5,10,3,37,0.0,389.5652173913044,8960,4981.739130434783,114580,510.7826086956522,11748,2085.217391304348,11748,76.77427039904705,1.0,0,0.34782608695652173,1239.4782608695652,28508,7066.95652173913,162540,23,1,5,0
1737,PRV53167,3,0,2,0,2,1,1,1,3,3,0,3,1,3,3,0,2,0,6,0.0,590.0,1770,22696.666666666668,68090,1780.0,5340,1680.0,5340,71.63287671232877,0.3333333333333333,0,0.0,1926.6666666666667,5780,24376.666666666668,73130,3,2,2,0
1738,PRV53168,2,0,2,0,2,1,0,0,1,1,0,1,0,2,1,1,0,0,4,0.0,1035.0,2070,0.0,0,0.0,0,4640.0,0,54.82876712328767,0.0,0,0.0,1145.0,2290,4640.0,9280,2,1,1,0
1739,PRV53169,4,0,0,0,2,0,2,0,2,1,0,0,0,1,2,1,1,0,8,0.0,42.5,170,2750.0,11000,267.0,1068,1922.5,1068,83.76575342465753,0.0,0,0.0,652.0,2608,4672.5,18690,4,1,3,0
1740,PRV53171,17,0,2,0,5,2,4,7,12,12,0,10,14,14,14,0,3,0,22,0.0,490.0,8330,705.8823529411765,12000,125.6470588235294,2136,2100.5882352941176,2136,66.98066075745366,1.4705882352941178,0,0.0,693.2941176470588,11786,2806.470588235294,47710,17,1,3,0
1741,PRV53172,3,0,1,0,2,2,2,1,1,2,1,2,1,3,3,1,2,1,5,0.0,816.6666666666666,2450,28666.666666666668,86000,712.0,2136,10696.666666666666,2136,83.75159817351597,0.0,0,0.0,1825.3333333333333,5476,39363.333333333336,118090,3,1,3,0
1742,PRV53173,43,0,5,0,16,6,10,27,35,23,14,24,24,38,40,17,21,4,59,0.0,386.27906976744185,16610,5127.209302325581,220470,447.06976744186045,19224,3335.813953488372,19224,78.25772539025168,2.488372093023256,0,0.0,1555.2093023255813,66874,8463.023255813954,363910,43,2,6,0
1743,PRV53174,5,0,0,0,1,1,1,0,2,1,2,1,3,3,2,2,0,1,10,0.0,52.0,260,0.0,0,0.0,0,1566.0,0,77.50246575342466,0.4,0,0.0,268.0,1340,1566.0,7830,5,1,4,0
1744,PRV53175,9,0,3,0,6,2,4,0,3,1,0,1,5,4,4,1,2,0,12,0.0,78.88888888888889,710,7140.0,64260,474.6666666666667,4272,1508.888888888889,4272,77.60121765601217,0.8888888888888888,0,0.0,840.2222222222222,7562,8648.888888888889,77840,9,1,6,0
1745,PRV53176,34,0,4,0,9,4,5,2,14,17,9,3,4,29,30,11,19,2,41,0.0,176.47058823529412,6000,11470.588235294117,390000,471.1764705882353,16020,1987.6470588235295,16020,71.67655116841257,0.6176470588235294,0,0.0,1117.6470588235295,38000,13458.235294117647,457580,34,1,6,0
1746,PRV53177,16,0,4,0,7,1,5,6,3,7,0,3,11,11,9,5,7,0,32,0.0,95.0,1520,1642.5,26280,267.0,4272,792.5,4272,82.1666095890411,1.1875,0,0.0,478.875,7662,2435.0,38960,16,1,2,0
1747,PRV53178,7,0,5,0,4,0,1,3,4,1,0,0,7,3,6,2,3,1,10,0.0,104.28571428571429,730,1000.0,7000,152.57142857142858,1068,1147.142857142857,1068,60.45909980430529,0.0,0,0.0,319.7142857142857,2238,2147.1428571428573,15030,7,1,3,0
1748,PRV53179,26,2,10,2,3,1,4,6,18,6,5,9,11,15,19,6,7,5,45,0.0,721.0714285714286,20190,1689.2857142857142,47300,264.57142857142856,7408,1579.642857142857,7408,70.7871819960861,1.3571428571428572,0,0.25,752.7857142857143,21078,3268.9285714285716,91530,28,1,3,0
1749,PRV53180,5,0,3,0,4,2,2,3,3,5,3,3,3,5,5,3,2,1,5,0.0,602.0,3010,2400.0,12000,213.6,1068,10336.0,1068,81.27287671232877,1.8,0,0.0,2625.6,13128,12736.0,63680,5,2,4,0
1750,PRV53182,3,0,0,0,3,0,0,0,2,0,0,0,1,1,3,2,0,1,5,0.0,33.333333333333336,100,4033.3333333333335,12100,712.0,2136,1546.6666666666667,2136,76.46940639269405,0.0,0,0.0,1578.6666666666667,4736,5580.0,16740,3,1,3,0
1751,PRV53183,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,2,0.0,80.0,80,0.0,0,0.0,0,1880.0,0,87.14246575342466,0.0,0,0.0,420.0,420,1880.0,1880,1,1,1,0
1752,PRV53186,8,0,4,0,7,2,2,5,7,6,2,6,5,6,8,1,1,1,12,0.0,588.75,4710,7375.0,59000,667.5,5340,1978.75,5340,73.50890410958904,0.25,0,0.0,1016.25,8130,9353.75,74830,8,1,3,0
1753,PRV53187,4,0,3,0,2,0,1,3,3,2,0,3,2,2,4,2,3,1,6,0.0,45.0,180,9060.0,36240,1335.0,5340,487.5,5340,75.46986301369863,0.0,0,0.0,1837.5,7350,9547.5,38190,4,2,3,0
1754,PRV53188,10,0,3,0,7,1,5,4,2,4,1,4,6,8,6,4,6,1,17,0.0,122.0,1220,7256.0,72560,747.6,7476,3546.0,7476,71.86657534246575,0.0,0,0.0,1613.6,16136,10802.0,108020,10,1,2,0
1755,PRV53189,24,4,7,4,13,5,7,3,15,10,9,16,10,22,24,9,8,0,41,0.0,1893.9285714285713,53030,4515.0,126420,534.0,14952,3261.0714285714284,14952,75.64168297455969,1.9285714285714286,0,0.4642857142857143,1257.2142857142858,35202,7776.071428571428,217730,28,1,6,0
1756,PRV53191,15,0,4,0,4,3,3,0,9,9,0,9,9,9,9,0,1,0,30,0.0,220.66666666666666,3310,4200.0,63000,640.8,9612,2843.3333333333335,9612,78.00858447488584,0.0,0,0.0,1359.4666666666667,20392,7043.333333333333,105650,15,2,2,0
1757,PRV53192,149,0,28,0,9,9,9,67,116,64,26,72,61,110,134,57,66,15,226,0.0,272.5503355704698,40610,4205.234899328859,626580,826.4429530201343,123140,2129.530201342282,123140,77.50445895007815,1.6979865771812082,0,0.0,1277.4496644295302,190340,6334.765100671141,943880,149,2,7,0
1758,PRV53194,32,0,7,0,1,1,1,14,26,11,3,8,18,28,25,14,10,2,55,0.0,697.8125,22330,1151.25,36840,200.25,6408,2716.5625,6408,71.19503424657535,0.6875,0,0.0,403.375,12908,3867.8125,123770,32,1,3,0
1759,PRV53196,16,0,1,0,7,2,4,6,9,7,0,7,1,10,11,9,2,0,24,0.0,280.0,4480,6325.625,101210,600.75,9612,2125.0,9612,71.9304794520548,2.125,0,0.0,1135.75,18172,8450.625,135210,16,1,2,0
1760,PRV53197,4,0,0,0,2,1,1,2,1,1,0,0,3,2,3,2,2,0,6,0.0,125.0,500,13222.5,52890,801.0,3204,1620.0,3204,67.13013698630138,0.0,0,0.0,1383.5,5534,14842.5,59370,4,1,2,0
1761,PRV53198,6,0,2,0,5,0,2,6,4,5,2,4,4,5,5,4,5,1,8,0.0,41.666666666666664,250,3566.6666666666665,21400,356.0,2136,4816.666666666667,2136,71.03607305936073,1.1666666666666667,0,0.0,1896.0,11376,8383.333333333334,50300,6,1,3,0
1762,PRV53201,13,0,0,0,5,2,3,9,10,10,2,10,7,10,11,4,2,6,20,0.0,1093.8461538461538,14220,5538.461538461538,72000,492.9230769230769,6408,15703.846153846154,6408,75.904531085353,8.384615384615385,0,0.0,4206.0,54678,21242.30769230769,276150,13,1,2,0
1763,PRV53202,11,0,2,0,7,0,4,1,5,3,0,3,5,6,7,0,1,2,14,0.0,60.90909090909091,670,9818.181818181818,108000,776.7272727272727,8544,2786.3636363636365,8544,77.65977584059776,2.0,0,0.0,1200.3636363636363,13204,12604.545454545454,138650,11,2,3,0
1764,PRV53203,7,0,3,0,6,0,2,4,2,3,0,1,4,6,2,4,5,0,13,0.0,60.0,420,4714.285714285715,33000,152.57142857142858,1068,1035.7142857142858,1068,86.49980430528376,0.0,0,0.0,431.14285714285717,3018,5750.0,40250,7,1,3,0
1765,PRV53204,7,0,1,0,4,0,0,5,6,4,1,4,4,6,6,3,1,1,12,0.0,431.42857142857144,3020,9228.57142857143,64600,1678.2857142857142,11748,1320.0,11748,71.15655577299414,0.5714285714285714,0,0.0,2124.0,14868,10548.57142857143,73840,7,1,2,0
1766,PRV53205,14,0,1,0,4,3,3,8,9,8,8,3,3,10,12,2,7,5,20,0.0,91.42857142857143,1280,11714.285714285714,164000,991.7142857142857,13884,1665.0,13884,63.31252446183953,1.5,0,0.0,1578.142857142857,22094,13379.285714285714,187310,14,2,4,0
1767,PRV53206,3,0,3,0,3,2,0,0,1,1,0,1,3,3,3,0,2,1,5,0.0,190.0,570,25520.0,76560,2136.0,6408,1876.6666666666667,6408,75.6054794520548,1.0,0,0.0,3169.3333333333335,9508,27396.666666666668,82190,3,1,2,0
1768,PRV53207,10,0,3,0,5,1,3,0,0,2,0,0,5,6,6,4,2,0,18,0.0,50.0,500,400.0,4000,106.8,1068,745.0,1068,68.56301369863014,0.7,0,0.0,404.8,4048,1145.0,11450,10,1,3,0
1769,PRV53208,19,4,8,4,8,2,3,9,11,8,5,7,14,11,15,5,0,2,38,0.0,2543.478260869565,58500,8682.173913043478,199690,980.8695652173913,22560,891.7391304347826,22560,73.20226325193568,4.565217391304348,0,1.434782608695652,1313.0434782608695,30200,9573.91304347826,220200,23,1,4,1
1770,PRV53210,29,3,6,3,15,4,9,14,20,13,7,15,15,21,28,10,7,1,51,0.0,845.3125,27050,6784.6875,217110,627.75,20088,1561.875,20088,76.66181506849315,1.40625,0,0.46875,995.5625,31858,8346.5625,267090,32,2,8,0
